A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15
0.45825,1.18475,0.4706,1.20075,0.4852,1.19497,0.49384,1.20592,0.50144,1.23464,0.48845,1.27545,0.54906,1.31764,0.61965,1.36969,0.66771,1.42027,0.6893,1.45874,0.71186,1.45372,0.75614,1.4123,0.79141,1.37565,0.82689,1.33613,0.88092,1.31579,0.92313,1.32277,0.95561,1.33344,0.9953,1.32854,1.01064,1.31728,1.03245,1.27378,1.01858,1.1864,0.97668,1.08981,0.9437,1.01364,0.89615,0.91013,0.872,0.80677,0.84753,0.70507,0.85328,0.66516,0.87075,0.63468,0.89228,0.57863,0.91314,0.53386,0.9138,0.47715,0.90944,0.4257,0.90384,0.33741,0.89929,0.2523,0.8898,0.18557,0.89928,0.09569,0.89145,0.02423,0.89717,-0.03954,0.90826,-0.11243,0.92248,-0.18565,0.93105,-0.24323,0.93307,-0.30104,0.91265,-0.36128,0.88135,-0.43177,0.85413,-0.4901,7,11,5,15,14,10,4,1,8,6,3,13,9,12,2
0.5167,1.19708,0.51948,1.20075,0.52437,1.20734,0.54326,1.2183,0.55175,1.24708,0.58079,1.28799,0.62229,1.35613,0.68326,1.43548,0.73131,1.50144,0.77305,1.56936,0.81495,1.57868,0.86801,1.55022,0.92307,1.48403,0.91845,1.45832,0.92235,1.41229,0.92313,1.42282,0.94447,1.40798,0.97211,1.39057,0.98671,1.33319,0.98409,1.27378,0.95863,1.1864,0.90638,1.04106,0.85291,0.94781,0.81873,0.74536,0.80683,0.57824,0.81535,0.43,0.84258,0.27589,0.89244,0.11575,0.94717,0.01391,0.98002,-0.08739,0.9919,-0.18408,0.99689,-0.3072,0.97784,-0.43,0.9707,-0.50692,0.94897,-0.58845,0.92807,-0.68939,0.91966,-0.76963,0.90642,-0.86737,0.90826,-0.95357,0.90391,-1.02026,0.89389,-1.08889,0.86847,-1.17691,0.84001,-1.24366,0.81049,-1.29921,0.76824,-1.35253,6,11,5,15,14,10,7,1,9,8,2,13,3,12,4
0.35112,1.18475,0.3534,1.176,0.35791,1.19497,0.36533,1.19348,0.3808,1.22214,0.40635,1.26285,0.4549,1.33045,0.50311,1.40915,0.55119,1.46083,0.62646,1.48639,0.67061,1.49539,0.72558,1.45366,0.70024,1.41628,0.6844,1.36329,0.71531,1.30203,0.75277,1.29417,0.78902,1.24404,0.84463,1.22001,0.85523,1.15774,0.86324,1.06389,0.85089,0.94399,0.8127,0.79751,0.78477,0.65165,0.75235,0.48182,0.74166,0.33328,0.74023,0.18729,0.75672,0.08126,0.78404,-0.014,0.81542,-0.09908,0.84633,-0.19886,0.85802,-0.24706,0.85478,-0.29164,0.80869,-0.35323,0.77683,-0.43251,0.7615,-0.51674,0.7555,-0.56539,0.73182,-0.62164,0.72096,-0.70714,0.72312,-0.78001,0.71831,-0.87219,0.72676,-0.95464,0.73001,-1.03095,0.71295,-1.10093,0.69541,-1.17348,0.68232,-1.25535,6,11,5,15,14,10,7,1,9,8,2,13,3,12,4
0.29273,1.19708,0.29482,1.20075,0.31879,1.19497,0.30605,1.2183,0.31043,1.25958,0.35506,1.27545,0.31888,1.34332,0.37595,1.38283,0.41342,1.43377,0.44847,1.43109,0.51598,1.41211,0.54249,1.3571,0.5888,1.28073,0.6233,1.21387,0.64283,1.1504,0.65694,1.07974,0.6779,1.0355,0.6939,0.98742,0.69977,0.9344,0.69402,0.8218,0.69515,0.68553,0.67216,0.53768,0.65987,0.35541,0.64177,0.2182,0.6331,0.07209,0.64364,-0.08786,0.64946,-0.22688,0.66476,-0.35456,0.67272,-0.47017,0.67916,-0.54933,0.67948,-0.65637,0.66888,-0.77507,0.65015,-0.90569,0.65442,-1.0428,0.65295,-1.13311,0.65004,-1.15764,0.6473,-1.21368,0.65603,-1.29461,0.65832,-1.3808,0.66267,-1.47801,0.64317,-1.55872,0.62852,-1.61485,0.60404,-1.65895,0.57144,-1.70154,0.53631,-1.74127,6,11,5,15,14,10,7,3,9,8,1,13,2,12,4
0.53613,1.16002,0.53897,1.16365,0.55373,1.17018,0.56303,1.1811,0.57181,1.2097,0.60126,1.2503,0.65366,1.31764,0.71503,1.36969,0.77371,1.42027,0.82539,1.43109,0.87683,1.38434,0.83751,1.3571,0.83189,1.28073,0.85741,1.20032,0.89131,1.13665,0.94443,1.10833,0.97784,1.08017,1.00693,1.03391,1.03456,0.96631,1.03245,0.85408,1.01858,0.73397,0.97668,0.61891,0.92099,0.45416,0.87402,0.31705,0.82855,0.17006,0.81535,0.04161,0.82112,-0.06468,0.83824,-0.14375,0.85936,-0.24427,0.89085,-0.34227,0.93612,-0.4832,0.95314,-0.58792,0.95669,-0.73689,0.96047,-0.81952,0.95887,-0.90375,0.94725,-0.97861,0.93845,-0.99837,0.92498,-1.08096,0.90826,-1.16722,0.90391,-1.23567,0.88462,-1.30368,0.86847,-1.34942,0.84001,-1.38644,0.81049,-1.42494,0.75963,-1.46184,6,11,5,15,14,10,7,1,9,8,2,13,3,12,4
0.07852,1.02403,0.0897,1.02754,0.03487,1.07104,0.03916,1.06936,0.02898,1.08499,0.03704,1.11203,0.06782,1.1379,0.111,1.15907,0.16976,1.1362,0.20763,1.09923,0.217,1.06511,0.24742,0.98459,0.2647,0.87412,0.29764,0.76574,0.28044,0.65431,0.26305,0.52216,0.21136,0.37996,0.16067,0.22755,0.10196,0.05708,0.05346,-0.13049,0.00049,-0.31621,-0.03062,-0.55024,-0.0553,-0.76363,-0.07709,-0.96802,-0.0835,-1.16883,-0.08607,-1.33384,-0.08006,-1.49193,-0.07251,-1.61955,-0.0629,-1.72865,-0.05619,-1.80772,-0.04579,-1.88442,-0.05272,-1.96021,-0.04751,-2.04138,-0.02902,-2.08484,-0.01796,-2.10781,-0.01138,-2.0942,-0.01942,-2.08828,-0.02099,-2.09574,-0.01751,-2.12851,-0.01469,-2.15111,-0.00693,-2.13595,0.01017,-2.09257,0.00503,-2.03528,-0.02183,-2.00325,-0.03915,-1.9356,5,12,6,15,14,8,9,2,11,7,3,10,1,13,4
0.23428,1.03637,0.24599,1.02754,0.26003,1.00911,0.25664,0.98251,0.26017,0.97279,0.29353,0.9863,0.20384,1.04806,0.23816,1.1196,0.25451,1.1362,0.27048,1.15454,0.28917,1.00959,0.29834,0.88797,0.30518,0.73857,0.32816,0.61639,0.33221,0.51649,0.33758,0.40777,0.31134,0.29056,0.27658,0.16552,0.2335,0.02517,0.19849,-0.14667,0.16812,-0.30009,0.15679,-0.48528,0.14901,-0.66489,0.14412,-0.83621,0.17707,-1.00554,0.18222,-1.13964,0.22033,-1.26486,0.25277,-1.36005,0.28845,-1.43827,0.33378,-1.52097,0.37819,-1.60101,0.39558,-1.67956,0.42816,-1.7498,0.45043,-1.77224,0.46548,-1.79244,0.4967,-1.80498,0.49709,-1.83263,0.49838,-1.88209,0.51018,-1.94162,0.50494,-2.01648,0.50388,-2.02855,0.49006,-2.02624,0.47698,-1.98337,0.45631,-1.9278,0.41606,-1.8627,5,11,6,15,14,8,10,3,9,7,2,12,1,13,4
0.28296,1.11056,0.29482,1.11415,0.28939,1.12061,0.30605,1.13145,0.32051,1.15982,0.34482,1.17486,0.37118,1.21493,0.40773,1.22491,0.43462,1.23087,0.37517,1.22371,0.36135,1.23168,0.36955,1.23289,0.34571,1.15876,0.31795,1.03735,0.28044,0.84726,0.27368,0.6794,0.25581,0.5289,0.24182,0.35162,0.25742,0.16872,0.25892,-0.01753,0.26398,-0.18695,0.2739,-0.40412,0.27391,-0.61548,0.27682,-0.8197,0.2748,-1.00554,0.27881,-1.18816,0.30619,-1.36217,0.35036,-1.52224,0.38727,-1.6641,0.42295,-1.75996,0.43403,-1.83715,0.42836,-1.92902,0.41762,-2.02607,0.39943,-2.05507,0.39641,-2.09344,0.39124,-2.0942,0.38441,-2.12868,0.35924,-2.17586,0.34352,-2.2487,0.32864,-2.29919,0.30885,-2.31044,0.30551,-2.26511,0.28638,-2.17802,0.27036,-2.05354,0.23568,-1.98419,5,12,6,15,14,7,9,2,10,8,3,11,1,13,4
-0.2331,1.03637,-0.20334,1.05224,-0.16089,1.04626,-0.18813,1.0818,-0.16208,1.06005,-0.1784,1.12457,-0.15187,1.15077,-0.11155,1.19859,-0.08458,1.25793,-0.04365,1.27902,0.00049,1.2733,0.03382,1.24672,0.07225,1.1994,0.11442,1.18671,0.14582,1.19178,0.16722,1.16546,0.17805,1.16957,0.18386,1.15798,0.16173,1.14183,0.16225,1.06389,0.13221,0.97631,0.10992,0.86246,0.09226,0.7339,0.07774,0.61363,0.0794,0.49656,0.08563,0.38141,0.11307,0.29208,0.13349,0.22925,0.15671,0.1591,0.17779,0.08781,0.18852,0.03635,0.20973,-0.0421,0.21678,-0.10766,0.22603,-0.19432,0.23858,-0.27308,0.23785,-0.33127,0.24352,-0.39284,0.24795,-0.45346,0.25096,-0.51296,0.25438,-0.58949,0.24384,-0.61906,0.24091,-0.68589,0.22285,-0.7246,0.20838,-0.78381,0.18417,-0.84237,7,10,6,15,14,11,8,1,9,5,2,13,3,12,4
-0.00913,1.0611,-0.00796,1.05224,0.00551,1.05863,0.00952,1.05698,0.00887,1.09744,0.04733,1.11203,0.06782,1.17645,0.10042,1.25124,0.15913,1.29855,0.20763,1.33432,0.23763,1.34273,0.26778,1.31568,0.27481,1.30784,0.29764,1.34968,0.33221,1.34335,0.33758,1.33703,0.32248,1.33344,0.29977,1.34408,0.26935,1.30129,0.22268,1.28988,0.18013,1.20253,0.13335,1.07354,0.10364,0.93139,0.07774,0.76188,0.04679,0.6109,0.02128,0.47851,0.0058,0.37321,0.00339,0.29412,0.003,0.20754,-0.01161,0.11967,-0.02347,0.06784,-0.01988,-0.01091,-0.02636,-0.10766,-0.00861,-0.20917,-0.00811,-0.27308,-0.00177,-0.33127,-0.01,-0.37942,-0.01174,-0.42675,-0.00827,-0.47293,-0.01469,-0.5222,-0.02551,-0.56542,-0.02676,-0.59302,-0.04034,-0.64673,-0.04838,-0.68322,-0.05633,-0.72089,8,10,7,15,14,11,6,1,9,5,2,12,3,13,4
-0.19414,1.24654,-0.19354,1.2379,-0.19025,1.21975,-0.18813,1.23074,-0.19222,1.22214,-0.1784,1.22515,-0.16231,1.25342,-0.11155,1.27751,-0.06338,1.36616,-0.01226,1.38963,0.03141,1.38434,0.07448,1.34328,0.12289,1.28073,0.15515,1.21387,0.18725,1.16421,0.22045,1.15119,0.2225,1.10997,0.23019,1.08047,0.2335,0.99821,0.22268,0.90247,0.21605,0.76629,0.19191,0.63512,0.17173,0.48707,0.15515,0.35001,0.13368,0.21901,0.12858,0.09019,0.12377,-0.01606,0.12267,-0.09513,0.12373,-0.17973,0.11097,-0.23072,0.09928,-0.29426,0.10035,-0.36958,0.08993,-0.44531,0.09339,-0.492,0.10044,-0.53111,0.10365,-0.5792,0.09326,-0.62164,0.0903,-0.65372,0.08434,-0.6999,0.06883,-0.75105,0.05808,-0.78015,0.0471,-0.81861,0.02319,-0.84143,0.00476,-0.87179,-0.01339,-0.91526,5,10,7,15,14,11,8,2,9,6,1,12,3,13,4
0.2148,1.09817,0.21665,1.10174,0.22086,1.1082,0.22695,1.11901,0.24005,1.14732,0.26272,1.18741,0.29795,1.25342,0.35475,1.33017,0.39222,1.40672,0.43796,1.47254,0.47472,1.50924,0.51193,1.53645,0.53816,1.52473,0.57242,1.53981,0.6014,1.56386,0.63564,1.62299,0.64459,1.67612,0.65914,1.73175,0.66392,1.7639,0.64572,1.75797,0.61131,1.7034,0.56673,1.64188,0.53503,1.58962,0.49798,1.50327,0.47026,1.4109,0.43976,1.33617,0.43492,1.29762,0.41538,1.25093,0.42019,1.20784,0.41177,1.13914,0.41171,1.09118,0.39558,1.0339,0.38587,0.95126,0.36884,0.84773,0.37672,0.75889,0.3625,0.66039,0.31867,0.61633,0.28506,0.57464,0.25096,0.54183,0.21725,0.54131,0.19741,0.53534,0.18551,0.54823,0.16842,0.52116,0.12873,0.48597,0.10686,0.44522,6,9,5,15,14,7,3,1,8,2,12,11,13,10,4
-0.53496,1.5433,-0.5452,1.54727,-0.53288,1.54191,-0.52421,1.55339,-0.52398,1.58375,-0.51695,1.62743,-0.4971,1.70274,-0.47183,1.79088,-0.41304,1.88018,-0.35779,1.94266,-0.30882,1.98119,-0.26124,1.99175,-0.23164,1.97203,-0.19093,1.98793,-0.17513,2.01863,-0.18412,2.09478,-0.19959,2.18272,-0.22189,2.27451,-0.23284,2.33821,-0.24873,2.3552,-0.26305,2.33354,-0.28828,2.30765,-0.2937,2.28077,-0.30934,2.22815,-0.33318,2.14566,-0.34361,2.0643,-0.33752,2.02746,-0.3544,1.96455,-0.37032,1.90165,-0.40157,1.82411,-0.414,1.72091,-0.40255,1.61091,-0.39634,1.50373,-0.37583,1.35383,-0.35346,1.2176,-0.3469,1.07355,-0.40441,1.00655,-0.47544,0.96185,-0.51744,0.94236,-0.525,0.90479,-0.53627,0.85753,-0.562,0.84021,-0.57581,0.79367,-0.58851,0.73742,-0.59747,0.65171,3,10,6,15,14,5,7,1,11,4,12,9,13,8,2
-0.77841,1.32073,-0.78936,1.32451,-0.79722,1.34368,-0.79106,1.34242,-0.7954,1.37178,-0.8042,1.41372,-0.79002,1.47171,-0.76856,1.51447,-0.75207,1.48789,-0.77661,1.44488,-0.78305,1.28721,-0.82077,1.13634,-0.85963,0.96898,-0.90335,0.86084,-0.94128,0.77832,-0.99325,0.6794,-1.05491,0.54383,-1.1493,0.42913,-1.21322,0.29634,-1.27609,0.17618,-1.3051,0.00688,-1.31896,-0.19298,-1.31542,-0.35223,-1.30465,-0.53964,-1.29951,-0.66267,-1.29868,-0.75125,-1.31374,-0.84315,-1.34098,-0.93843,-1.35842,-1.03483,-1.3932,-1.10685,-1.40699,-1.17592,-1.37561,-1.21168,-1.32654,-1.27404,-1.28372,-1.28099,-1.25132,-1.27645,-1.19045,-1.28158,-1.16503,-1.24059,-1.14317,-1.2412,-1.1377,-1.23395,-1.15597,-1.20874,-1.15847,-1.16944,-1.15263,-1.09728,-1.1385,-1.03607,-1.11092,-1.01006,-1.08705,-0.97597,4,9,7,14,15,8,10,5,11,6,2,12,1,13,3
-0.81733,1.48145,-0.81865,1.48536,-0.81675,1.49234,-0.82069,1.50375,-0.81551,1.52142,-0.81444,1.56459,-0.80046,1.63858,-0.76856,1.72509,-0.73087,1.81257,-0.67187,1.88735,-0.61808,1.92567,-0.56641,1.93656,-0.52537,1.91781,-0.49623,1.92,-0.4857,1.93594,-0.49285,1.99467,-0.5217,2.04859,-0.54649,2.11943,-0.59149,2.13085,-0.63547,2.09693,-0.6463,2.01037,-0.65136,1.91791,-0.66834,1.83645,-0.6632,1.70092,-0.66981,1.57419,-0.67626,1.44942,-0.68079,1.36249,-0.69049,1.28336,-0.74358,1.24011,-0.78037,1.13914,-0.82679,1.09118,-0.82897,1.01834,-0.82972,0.93588,-0.81451,0.84773,-0.79747,0.78756,-0.79744,0.72923,-0.78004,0.7105,-0.77219,0.66814,-0.77666,0.63527,-0.76625,0.59516,-0.75915,0.56219,-0.75581,0.50845,-0.7392,0.4433,-0.73019,0.36024,-0.71772,0.27515,4,8,7,15,14,5,6,1,10,3,12,11,13,9,2
-0.84658,1.32073,-0.85773,1.32451,-0.85592,1.33126,-0.87016,1.34242,-0.86577,1.37178,-0.86573,1.41372,-0.85276,1.48452,-0.82154,1.56712,-0.77327,1.63673,-0.71376,1.70763,-0.65934,1.74525,-0.60712,1.75722,-0.5659,1.74161,-0.53696,1.74348,-0.52713,1.77056,-0.54614,1.80883,-0.59946,1.85492,-0.67403,1.90231,-0.74695,1.90751,-0.80468,1.87093,-0.84996,1.78416,-0.83877,1.70683,-0.79323,1.62254,-0.80699,1.50327,-0.81093,1.37824,-0.88014,1.31995,-0.90608,1.26518,-0.95068,1.2023,-0.9851,1.14336,-1.01435,1.05952,-1.03879,0.99671,-1.02573,0.90913,-1.02001,0.84379,-0.98791,0.74355,-0.97504,0.67295,-0.96039,0.57775,-0.96782,0.5221,-0.98551,0.49452,-1.01737,0.51513,-1.04463,0.48745,-1.06561,0.44139,-1.08803,0.41557,-1.09313,0.37843,-1.0932,0.2974,-1.08705,0.20226,4,8,7,14,15,5,6,1,10,2,12,11,13,9,3
-0.46679,1.48145,-0.46703,1.49777,-0.47417,1.49234,-0.4748,1.50375,-0.46364,1.53387,-0.44513,1.57714,-0.42387,1.65139,-0.38708,1.73823,-0.33887,1.82607,-0.29494,1.8735,-0.24694,1.87014,-0.20018,1.81241,-0.181,1.70092,-0.2113,1.59413,-0.26833,1.46742,-0.31187,1.35136,-0.41063,1.27384,-0.5233,1.189,-0.6274,1.07801,-0.70802,0.93476,-0.77807,0.84704,-0.83877,0.66759,-0.86132,0.5035,-0.87332,0.25115,-0.88693,-0.00959,-0.91232,-0.26583,-0.9383,-0.48639,-0.9832,-0.69511,-1.02903,-0.87354,-1.07005,-1.02717,-1.08343,-1.12872,-1.08039,-1.2897,-1.05171,-1.39683,-1.02868,-1.44472,-1.00468,-1.4341,-0.9987,-1.40557,-0.99603,-1.33476,-0.99481,-1.25458,-0.99885,-1.22063,-0.99824,-1.16838,-1.0006,-1.14259,-0.98655,-1.08404,-0.96606,-1.04902,-0.94269,-1.02266,-0.94961,-0.92738,5,11,7,14,15,9,8,3,10,6,2,12,1,13,4
0.64326,-0.86766,0.63669,-0.86581,0.64184,-0.86203,0.652,-0.8667,0.67238,-0.83526,0.70389,-0.82406,0.73733,-0.82626,0.79984,-0.80223,0.87965,-0.79823,0.88824,-0.7811,0.87683,-0.78089,0.91888,-0.74008,0.9636,-0.73889,0.95918,-0.728,1.00522,-0.72376,1.06151,-0.76458,1.04445,-0.79713,1.04169,-0.85789,1.09433,-0.86814,1.105,-0.88914,1.04248,-0.93016,0.98837,-0.97239,0.98913,-1.01046,0.94034,-1.05037,0.86111,-1.10351,0.869,-1.09106,0.90692,-1.08641,0.89244,-1.06811,0.87031,-1.051,0.92432,-1.01127,0.92493,-1.00276,0.8766,-0.97778,0.85099,-0.93639,0.88906,-0.86415,0.87006,-0.83211,0.81304,-0.81332,0.8445,-0.74272,0.86936,-0.72046,0.83421,-0.68651,0.8204,-0.67027,0.86604,-0.61906,0.85001,-0.56647,0.78558,-0.55592,0.78394,-0.50721,0.75963,-0.5144,3,5,11,9,4,7,6,14,1,8,15,12,13,10,2
0.9062,-0.89239,0.8711,-0.91531,0.84742,-0.93639,0.87929,-0.92873,0.93377,-0.8602,0.95009,-0.83661,0.94659,-0.83907,0.99056,-0.78904,1.0704,-0.75767,1.07668,-0.7673,1.083,-0.73927,1.16308,-0.68489,1.20669,-0.65756,1.18307,-0.67368,1.25369,-0.65488,1.30639,-0.67879,1.28886,-0.76733,1.3199,-0.79593,1.4052,-0.7565,1.40713,-0.77618,1.32999,-0.8494,1.2812,-0.89123,1.30701,-0.89529,1.22788,-0.95151,1.14341,-1.0219,1.15871,-0.97781,1.18585,-0.95672,1.15264,-0.97087,1.15576,-0.93809,1.24741,-0.85197,1.24849,-0.81382,1.18274,-0.83745,1.17868,-0.78297,1.20528,-0.71534,1.17592,-0.68876,1.12938,-0.68939,1.15439,-0.60815,1.15685,-0.57361,1.11196,-0.57975,1.10803,-0.54913,1.15393,-0.47142,1.11762,-0.4603,1.03967,-0.47805,1.02299,-0.44437,1.02589,-0.39292,3,4,11,10,6,7,5,14,1,8,15,12,13,9,2
0.46797,-0.45965,0.45111,-0.45744,0.4852,-0.44074,0.50371,-0.4447,0.50144,-0.43626,0.53974,-0.39659,0.6118,-0.36407,0.64085,-0.32833,0.67834,-0.2977,0.7521,-0.26952,0.80466,-0.23956,0.807,-0.22958,0.86232,-0.21026,0.91845,-0.21194,0.91202,-0.21386,0.93375,-0.22127,0.98892,-0.21605,1.0185,-0.20661,1.03456,-0.21409,1.0687,-0.22734,1.04248,-0.25158,0.96493,-0.29041,0.95503,-0.31931,0.94034,-0.35844,0.88284,-0.40141,0.87971,-0.3953,0.90692,-0.37282,0.90326,-0.38699,0.88132,-0.37336,0.93544,-0.31041,0.94725,-0.29426,0.90944,-0.29164,0.90384,-0.26114,0.89929,-0.23895,0.86016,-0.24441,0.84179,-0.20733,0.87271,-0.16411,0.86936,-0.14637,0.84345,-0.11243,0.85753,-0.05102,0.87536,-0.02844,0.83154,-0.00912,0.80369,0.0021,0.79278,0.0208,0.77682,0.02006,6,2,10,11,9,8,3,13,1,5,15,12,14,7,4
-0.07729,-0.34839,-0.07634,-0.34608,-0.07278,-0.32918,-0.06953,-0.32058,-0.07159,-0.28662,-0.0553,-0.25832,-0.01585,-0.22288,0.01561,-0.18355,0.07439,-0.14892,0.13433,-0.10359,0.18609,-0.0869,0.22712,-0.07777,0.24444,-0.06112,0.27728,-0.06258,0.30116,-0.00716,0.33758,0.00744,0.37801,0.03722,0.39249,-0.03606,0.34112,-0.05456,0.2831,-0.03364,0.26398,-0.05768,0.26221,-0.07934,0.26258,-0.20407,0.21044,-0.29253,0.15541,-0.3198,0.12858,-0.28198,0.12377,-0.24306,0.13349,-0.20862,0.1457,-0.2281,0.12209,-0.37413,0.05464,-0.24706,0.04569,-0.22925,0.04764,-0.15373,0.08321,-0.11985,0.11028,-0.23011,0.05572,-0.09714,0.04631,-0.06994,0.0903,-0.07957,0.10282,-0.01893,0.12448,0.01633,0.14167,-0.08213,0.12091,-0.06221,0.05041,0.11888,0.06675,0.04594,0.07249,0.10513,5,2,9,12,10,8,4,14,1,3,15,11,13,7,6
0.76987,-0.85532,0.77343,-0.85346,0.77889,-0.86203,0.79038,-0.84187,0.81313,-0.83526,0.84752,-0.81146,0.89429,-0.77491,0.95878,-0.74957,0.99622,-0.73061,1.03483,-0.72579,1.06243,-0.68375,1.09187,-0.65729,1.12568,-0.64397,1.16276,-0.61935,1.20193,-0.62732,1.23186,-0.66446,1.28886,-0.69279,1.35467,-0.71835,1.28565,-0.88406,1.23791,-0.87303,1.28206,-0.8656,1.30458,-0.9075,1.29562,-0.99404,1.19471,-1.11627,1.09996,-1.15246,1.1373,-1.09106,1.20731,-1.08641,1.26104,-1.05193,1.21065,-1.09938,1.15824,-1.10685,1.21503,-0.97127,1.31393,-0.93096,1.31612,-0.90569,1.22569,-0.95347,1.14634,-0.91812,1.15812,-0.79952,1.19197,-0.74272,1.20322,-0.69376,1.15825,-0.68651,1.09877,-0.72412,1.1075,-0.64591,1.18223,-0.55317,1.20305,-0.52996,1.16467,-0.53235,1.06026,-0.59941,3,4,11,10,5,7,6,14,1,8,15,13,12,9,2
0.84775,-0.42258,0.85155,-0.43269,0.82783,-0.41595,0.70141,-0.43232,0.62212,-0.42377,0.75518,-0.38404,0.86286,-0.35126,0.78921,-0.36785,0.66771,-0.33832,0.7626,-0.33868,1.00055,-0.309,1.08166,-0.27094,0.94333,-0.29159,0.87777,-0.29342,1.06731,-0.2828,1.27447,-0.27846,1.24442,-0.33525,1.07645,-0.34622,1.07041,-0.3258,1.27422,-0.3242,1.32999,-0.33241,1.11723,-0.40412,0.88695,-0.45097,0.97356,-0.49025,1.15429,-0.51575,1.09435,-0.54091,0.88545,-0.55127,0.87075,-0.533,1.12284,-0.47017,1.24741,-0.42189,1.07001,-0.42022,0.86569,-0.38521,0.91444,-0.35323,1.08287,-0.32827,1.07727,-0.30175,0.91846,-0.30372,0.8445,-0.27176,0.98064,-0.23981,1.10268,-0.17916,1.05238,-0.15872,0.89389,-0.14929,0.89614,-0.10199,1.03061,-0.07576,1.06726,-0.05464,0.92282,-0.07712,5,2,9,11,10,8,3,14,1,6,15,12,13,7,4
0.44854,0.33165,0.45111,0.33455,0.45585,0.33997,0.46421,0.34959,0.48137,0.37427,0.50897,0.40801,0.54906,0.44467,0.5985,0.50092,0.64657,0.56807,0.6788,0.61537,0.70157,0.59323,0.74594,0.57065,0.80152,0.53526,0.82689,0.54851,0.83955,0.57162,0.8486,0.59361,0.88894,0.6779,0.90259,0.72382,0.93893,0.72704,0.95997,0.74112,0.95863,0.68553,0.9415,0.55395,0.93238,0.47058,0.89615,0.44886,0.85028,0.44761,0.83682,0.49473,0.83182,0.5354,0.85993,0.55362,0.89228,0.56246,0.92432,0.502,0.96958,0.46144,0.93132,0.4257,0.92499,0.42943,0.95029,0.47558,0.8898,0.51523,0.88971,0.6053,0.89145,0.62976,0.89717,0.64143,0.89902,0.62195,0.93174,0.59516,0.96821,0.60243,0.96075,0.61462,0.93076,0.65094,0.88135,0.68713,0.8627,0.7246,8,4,6,15,13,10,2,5,1,3,11,12,14,9,7
0.71142,-0.11348,0.71481,-0.11097,0.72013,-0.11853,0.73105,-0.09723,0.75279,-0.07465,0.78594,-0.03201,0.81056,-0.09449,0.84219,-0.14409,0.81605,-0.12186,0.78349,0.04848,0.82529,-0.03138,0.93923,-0.1192,0.95344,-0.02048,1.03042,0.18187,1.05698,0.04797,1.17864,-0.06402,1.16666,-0.08192,1.13441,0.11903,1.11826,0.1528,1.04458,-0.04981,1.12632,-0.13851,0.98837,-0.17677,0.96642,0.04275,0.90718,-0.06186,0.89367,-0.27078,0.92265,-0.31435,0.90692,-0.11338,0.90326,-0.07887,0.90329,-0.19583,0.94655,-0.23072,0.92493,-0.08961,0.93132,0.00465,0.90384,-0.16905,0.9707,-0.19432,0.91938,-0.10107,0.93763,0.09569,0.91966,0.03772,0.89717,-0.02616,0.90826,0.04781,0.93174,0.21825,0.91247,0.1863,0.92382,0.09705,0.89449,0.14483,0.89902,0.2974,0.85413,0.26302,6,2,7,14,10,9,3,11,1,4,13,12,15,8,5
0.53613,-0.13821,0.53897,-0.13572,0.55373,-0.13095,0.55312,-0.13444,0.57181,-0.11204,0.61155,-0.0823,0.65366,-0.04314,0.68326,-0.0651,0.71011,-0.06775,0.74165,0.00697,0.77375,0.10743,0.81715,0.08774,0.83189,-0.02048,0.87777,0.00529,0.93274,0.14441,0.95505,0.03603,0.97784,-0.00745,1.0185,0.04145,1.04655,0.1847,1.03245,0.07932,0.99461,-0.02543,0.97668,-0.07934,0.95503,0.02626,0.91822,0.02048,0.86111,-0.14022,0.869,-0.13637,0.90692,0.03263,0.91413,0.01844,0.89228,-0.09908,0.91314,-0.08739,0.93612,0.06784,0.93132,0.11385,0.89329,-0.03095,0.89929,-0.03059,0.8898,-0.00076,0.90889,0.15079,0.89145,0.17228,0.86936,0.0539,0.87126,0.08784,0.90391,0.25861,0.9032,0.30715,0.88689,0.20323,0.89449,0.18379,0.85476,0.19682,0.83694,0.31162,6,2,8,14,10,9,3,11,1,4,13,12,15,7,5
