A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26
-2.10309,-1.82646,-2.54246,-1.93357,-1.60055,0.05054,-0.21522,-0.23282,-0.49507,-0.51521,-0.17256,0.03413,-1.30595,-0.21908,-1.43815,0.12291,14,15,18,17,19,11,9,3,1,2,10,4,23,25,7,24,20,21,5,12,6,16,26,8,22,13
-1.0577,-1.22122,-0.55688,-0.60692,-1.14401,0.05054,0.21483,-0.23282,-1.33514,-0.51521,2.48802,0.03413,-0.01976,1.07401,-1.43815,0.12291,17,26,13,23,21,8,20,11,25,18,9,16,10,7,19,15,12,24,14,5,3,1,4,6,2,22
-0.01231,0.5945,0.43591,0.71973,1.13867,1.03772,-0.64527,-0.23282,-0.07504,0.28852,-0.55264,-0.44651,-0.44849,-0.21908,0.50964,0.74118,15,1,23,2,10,17,9,7,13,14,12,16,20,21,11,18,8,4,3,22,19,24,26,5,25,6
1.03308,1.19974,1.9251,1.16195,0.68213,-0.44304,0.64489,-1.71436,1.18506,-0.11335,2.10794,0.51476,-0.87722,1.72055,-0.65904,-0.49535,22,25,10,20,17,6,21,8,26,19,4,14,9,12,23,13,15,24,11,2,3,7,16,5,1,18
0.51038,0.89712,0.43591,1.16195,-0.68748,-1.43022,-0.21522,0.87833,2.44516,-0.51521,-0.17256,1.95668,-0.87722,-0.21908,0.12008,0.74118,24,23,1,16,2,22,4,13,11,10,3,5,19,20,14,21,9,18,8,15,7,25,26,12,17,6
-1.0577,-0.61598,-0.55688,-0.60692,-0.68748,2.02489,-2.36548,-0.97359,-1.33514,0.28852,-1.69289,0.51476,-0.44849,-1.51217,-0.65904,0.12291,1,25,26,14,22,12,17,8,21,2,10,3,4,13,23,19,5,7,6,16,9,15,20,18,24,11
0.51038,0.89712,1.4287,1.16195,0.2256,-1.92381,0.21483,-0.23282,0.76503,0.69038,2.10794,1.95668,0.40896,-0.21908,0.12008,-1.11362,21,26,2,20,5,7,16,14,25,13,1,10,11,8,23,18,15,24,17,4,3,12,22,9,6,19
-0.535,0.29188,-0.55688,0.27751,-0.68748,0.05054,-0.64527,1.24871,0.76503,-0.91707,-0.17256,0.51476,-0.44849,-0.86563,0.8992,1.97771,21,6,8,9,5,22,1,11,16,15,7,12,18,20,10,23,2,4,3,19,14,25,26,17,24,13
-1.0577,-0.31336,-0.55688,-0.60692,-0.68748,1.03772,1.50499,-1.34398,0.76503,-1.31893,1.72786,-0.44651,-0.87722,1.07401,-1.04859,0.12291,21,26,17,20,19,5,23,8,22,11,14,7,16,12,25,9,10,24,6,1,4,3,13,15,2,18
-0.01231,1.19974,-0.06049,1.16195,-0.23094,0.05054,-0.21522,3.8414,-1.75517,-0.51521,-0.17256,0.03413,-0.01976,-0.21908,-1.43815,0.12291,22,12,16,6,17,24,18,1,14,7,5,15,4,2,8,11,10,9,13,20,3,26,21,25,19,23
-0.01231,-0.31336,-0.55688,-0.60692,-0.68748,-0.93663,1.50499,-0.97359,0.76503,1.09224,0.96769,-1.40779,-0.87722,1.07401,-0.65904,-1.73188,24,25,10,15,12,2,23,14,21,9,16,8,18,11,26,4,19,22,6,1,5,7,20,17,3,13
-0.535,-0.01074,-0.06049,-0.1647,-0.23094,1.03772,-0.21522,-0.23282,0.34499,0.69038,-0.93272,-0.44651,-0.01976,-0.86563,0.12008,1.35944,16,3,21,2,9,17,12,8,15,6,7,13,20,18,14,23,10,1,4,22,19,24,26,5,25,11
-0.01231,0.89712,-0.55688,1.16195,0.2256,0.05054,0.21483,-0.60321,2.86519,0.28852,-0.17256,0.03413,-1.30595,-0.21908,1.28876,-0.49535,24,18,7,11,2,19,8,6,5,15,9,10,22,23,17,21,12,20,3,13,16,25,26,4,14,1
-0.535,0.29188,-0.55688,0.27751,0.2256,-0.44304,-0.21522,0.87833,1.60509,-0.51521,0.20753,1.47604,-0.01976,-0.21908,0.8992,0.12291,24,20,2,13,1,22,3,10,14,15,4,12,19,18,6,23,5,17,7,16,11,25,26,9,21,8
0.51038,0.29188,1.4287,0.27751,1.13867,0.05054,-0.64527,-0.60321,0.34499,0.69038,0.20753,0.03413,-0.01976,-0.21908,-0.26948,-0.49535,23,10,20,4,9,13,11,2,15,19,3,21,17,12,7,22,14,16,6,18,5,25,26,1,24,8
-0.01231,0.89712,0.43591,1.16195,0.68213,0.54413,-0.21522,0.13756,1.60509,-0.51521,-0.17256,0.03413,-0.01976,-0.21908,0.8992,0.74118,24,9,12,7,3,22,5,8,14,18,10,16,20,19,11,23,6,13,2,17,15,25,26,1,21,4
-0.01231,-0.01074,0.93231,-0.1647,0.2256,1.03772,-0.21522,-1.34398,1.18506,0.69038,-1.31281,-0.44651,-0.01976,-0.21908,-0.26948,0.74118,19,8,23,2,11,15,22,3,12,9,5,6,17,13,21,20,16,10,4,18,14,25,26,1,24,7
-1.0577,-1.82646,-1.54967,-1.49135,-0.68748,-0.44304,-0.21522,-0.23282,-0.49507,-0.91707,-0.55264,-0.44651,-0.44849,-0.86563,-0.26948,0.12291,12,6,19,5,15,21,8,4,1,10,13,11,20,18,7,24,16,3,9,22,17,23,25,2,26,14
-0.535,-0.31336,-0.55688,-0.60692,-0.68748,-1.43022,1.93504,1.24871,-1.33514,0.69038,-0.17256,-1.88843,-0.87722,1.07401,0.12008,0.12291,22,24,11,17,14,2,15,12,25,6,20,9,18,10,21,1,16,7,8,4,13,5,23,26,3,19
-0.01231,1.19974,0.43591,1.16195,0.2256,2.51848,-1.93543,-0.60321,-0.91511,0.28852,-2.07297,0.51476,-0.44849,-1.51217,-0.26948,0.12291,1,22,26,11,17,13,18,9,25,2,8,3,4,14,23,20,6,5,7,19,10,16,21,15,24,12
-0.01231,0.5945,-0.55688,0.71973,-0.23094,-0.44304,0.21483,1.6191,0.76503,-0.51521,-0.17256,-0.44651,-0.44849,-0.21908,2.06787,1.35944,24,1,11,4,3,22,5,6,12,15,9,13,21,20,16,19,8,7,2,18,14,25,26,17,23,10
0.51038,-0.01074,-0.06049,1.16195,0.68213,0.54413,-1.07533,0.87833,-0.07504,0.28852,-0.55264,0.51476,-0.01976,-0.21908,0.50964,-0.49535,20,10,18,7,13,22,3,5,19,11,8,14,15,16,1,21,2,6,4,23,9,24,26,17,25,12
-0.535,0.5945,-0.06049,0.27751,0.68213,0.05054,1.50499,-0.97359,-1.33514,-0.91707,0.58761,0.03413,1.69515,1.72055,-1.43815,0.12291,14,24,16,23,19,10,15,7,26,22,12,18,5,4,20,9,11,17,13,8,6,2,1,21,3,25
-0.535,-0.61598,-0.55688,-0.60692,-0.68748,-0.44304,-0.21522,0.13756,0.34499,0.28852,0.20753,1.47604,-0.44849,0.42746,0.12008,1.35944,24,22,1,19,3,17,2,15,11,12,4,10,23,20,6,21,5,16,7,14,9,25,26,8,18,13
-0.535,-1.22122,-1.05328,-0.1647,-0.68748,0.05054,-0.21522,3.10063,-1.33514,-1.31893,-0.17256,0.03413,0.83769,-0.21908,-1.43815,0.12291,22,11,17,6,18,25,16,2,15,10,5,13,3,1,7,14,8,9,12,21,4,23,19,24,20,26
1.03308,0.89712,1.4287,1.16195,2.50828,0.05054,0.64489,0.50794,-0.49507,-0.51521,0.96769,-0.44651,1.69515,-0.86563,0.50964,1.35944,23,9,18,13,14,17,8,2,26,25,4,22,1,6,10,16,5,7,12,19,11,15,3,21,20,24
-1.0577,-1.82646,-1.05328,-1.49135,-1.14401,0.54413,-0.64527,0.87833,-0.07504,-0.91707,-0.17256,0.03413,-0.01976,-0.21908,0.12008,0.12291,20,5,18,6,11,23,2,4,7,14,12,15,19,17,1,21,3,9,8,22,10,24,26,13,25,16
1.55577,1.19974,1.9251,1.16195,2.05175,-0.44304,-0.21522,0.87833,-0.49507,-0.11335,0.20753,0.03413,-0.44849,1.07401,1.28876,0.74118,26,3,13,16,7,19,1,2,25,24,5,23,14,21,11,8,4,9,6,22,10,20,18,12,15,17
1.03308,0.5945,0.93231,2.4886,1.59521,0.05054,1.07494,0.13756,-0.91511,-0.91707,0.96769,1.95668,-0.01976,0.42746,1.28876,0.12291,22,26,4,24,6,15,3,13,25,19,2,21,12,10,18,16,1,20,8,9,11,7,23,17,5,14
-0.535,-1.52384,-0.55688,-1.04914,-0.23094,0.05054,-0.21522,0.50794,0.34499,-0.91707,-0.17256,-1.40779,0.83769,-0.21908,-0.26948,-0.49535,24,4,19,1,7,20,5,6,17,21,10,11,12,3,2,14,15,9,8,18,16,25,26,13,23,22
0.51038,0.89712,0.93231,1.16195,2.50828,0.05054,-0.21522,-0.60321,-0.07504,-0.51521,0.20753,0.9954,1.26642,1.72055,0.8992,-1.11362,24,18,15,21,10,19,4,9,26,25,1,22,2,8,20,16,3,17,11,14,7,13,6,12,5,23
-1.0577,-0.01074,-0.55688,-0.1647,-0.68748,1.03772,-1.50538,-1.34398,0.34499,0.28852,-1.31281,0.9954,-1.30595,-1.51217,-0.65904,1.35944,3,19,20,13,15,18,16,9,11,1,6,2,12,22,21,23,7,5,4,14,10,24,26,17,25,8
0.51038,0.89712,0.43591,1.16195,0.2256,0.05054,0.21483,-1.34398,0.76503,-0.51521,-0.17256,0.03413,-1.30595,-0.21908,0.12008,0.12291,22,7,16,8,4,17,15,5,1,14,10,13,23,25,18,21,19,11,3,9,12,24,26,6,20,2
-0.535,0.5945,-0.06049,0.71973,-1.14401,1.03772,0.21483,-0.23282,-0.91511,-0.91707,2.86811,0.03413,-0.01976,1.07401,-1.43815,0.12291,17,25,14,22,19,8,21,12,26,18,10,15,9,7,20,16,11,24,13,4,3,1,5,6,2,23
-0.535,-0.61598,-0.06049,-0.60692,-0.23094,-0.44304,0.21483,-0.97359,1.18506,1.09224,0.58761,0.51476,-0.44849,-0.21908,0.12008,0.12291,25,19,5,13,2,11,15,10,6,12,7,14,23,20,18,21,17,22,8,4,9,24,26,1,16,3
-0.01231,0.5945,0.43591,0.71973,0.68213,0.05054,-0.21522,0.87833,1.18506,-0.91707,-0.55264,-1.88843,-0.01976,-0.21908,-0.26948,-0.49535,24,6,18,1,4,22,5,9,14,17,11,8,21,7,2,10,16,13,3,15,20,25,26,12,23,19
-0.01231,0.29188,-0.06049,0.27751,-0.68748,0.05054,0.21483,1.24871,1.18506,-0.51521,0.20753,0.03413,-0.01976,-0.21908,0.12008,0.12291,25,11,6,4,8,22,3,2,15,19,10,18,20,14,1,21,9,12,7,17,5,24,26,13,23,16
1.03308,0.29188,-0.55688,2.4886,-0.23094,-0.44304,1.07494,-0.60321,-0.49507,1.89597,-0.55264,-1.40779,-0.01976,-0.21908,1.28876,0.12291,22,9,21,8,7,1,20,13,11,5,18,16,24,12,25,2,17,10,4,6,23,19,26,15,14,3
-1.0577,-0.61598,-0.55688,-0.60692,-0.23094,1.5313,-0.64527,-0.60321,0.34499,0.69038,-1.31281,-0.92715,-0.44849,-0.21908,-0.26948,0.12291,7,8,25,1,13,12,22,10,6,2,14,3,21,18,19,15,16,9,5,20,17,23,26,4,24,11
0.51038,0.89712,0.93231,0.27751,0.2256,3.01207,-2.36548,0.13756,-1.33514,1.49411,-2.07297,0.51476,1.26642,-3.4518,-1.04859,0.12291,1,21,22,15,20,13,17,11,26,4,7,3,2,9,25,23,5,6,8,14,10,16,12,18,24,19
0.51038,0.89712,0.93231,1.16195,1.59521,0.05054,0.21483,0.87833,1.60509,-0.51521,-0.17256,1.47604,-0.01976,-0.21908,0.8992,0.12291,24,17,5,12,1,23,2,8,19,20,3,14,16,15,6,22,4,13,7,18,11,25,26,10,21,9
-0.535,-0.9186,-0.55688,-1.04914,-0.68748,-0.44304,-0.21522,0.13756,-0.07504,0.28852,0.20753,0.9954,-0.44849,0.42746,0.12008,1.35944,24,18,2,19,3,17,1,12,11,14,4,16,25,23,6,21,5,13,8,15,9,22,26,7,20,10
-1.0577,-1.22122,-0.55688,-1.93357,-1.14401,1.5313,-2.36548,-0.60321,-1.75517,0.28852,-1.69289,0.51476,-0.87722,-1.51217,-1.04859,0.12291,1,26,25,16,23,12,13,7,18,2,11,3,5,15,19,20,4,8,6,17,9,14,21,22,24,10
-0.535,-0.31336,-0.55688,-0.60692,-0.23094,1.5313,-0.64527,-0.60321,0.34499,0.69038,-1.31281,-0.44651,-0.01976,-0.86563,-0.26948,1.35944,7,8,23,1,13,15,19,10,14,2,9,5,18,16,20,22,11,3,6,21,17,24,26,4,25,12
-0.01231,0.5945,-0.06049,1.16195,0.68213,0.54413,0.21483,0.87833,-0.07504,-0.91707,0.58761,0.51476,-0.01976,-0.21908,0.50964,1.35944,26,11,8,12,6,23,2,7,20,18,4,19,16,14,3,22,1,9,5,17,10,24,25,13,21,15
-0.535,-0.31336,-0.55688,-0.60692,-0.23094,1.03772,-0.21522,-0.23282,-0.07504,0.69038,-0.93272,-1.40779,-0.01976,-0.21908,-0.65904,0.12291,15,7,24,1,14,6,18,8,3,2,16,10,21,9,13,11,19,12,5,20,22,23,26,4,25,17
-0.535,1.19974,-0.55688,1.60416,-0.68748,0.05054,0.21483,-1.71436,1.18506,1.89597,-0.17256,-0.44651,-1.30595,-0.21908,-1.04859,-0.49535,21,16,17,8,12,6,23,10,1,2,14,4,22,18,24,15,20,19,5,3,11,25,26,9,13,7
-0.535,0.5945,-0.06049,0.71973,-0.23094,2.51848,-1.93543,-0.23282,-0.91511,0.69038,-2.07297,0.51476,-0.44849,-0.86563,-0.26948,0.74118,1,21,26,11,18,12,19,10,22,2,8,3,7,14,23,17,4,5,6,20,9,15,25,16,24,13
-0.535,-0.31336,-1.05328,-0.60692,-1.14401,-3.40457,-2.79554,0.50794,0.34499,-3.32825,-2.07297,-1.40779,-1.30595,-0.21908,-1.43815,0.12291,3,24,18,7,16,6,21,17,20,2,13,1,10,14,26,9,22,15,12,5,4,11,23,25,8,19
-0.01231,-0.61598,-0.06049,-0.60692,0.2256,-0.93663,-0.21522,-0.23282,0.76503,-0.91707,-0.17256,1.47604,-0.01976,-0.21908,0.50964,0.74118,21,19,2,15,1,22,3,12,13,17,4,6,20,18,14,24,7,11,9,16,10,25,26,5,23,8
1.55577,0.89712,0.93231,1.16195,-0.23094,-2.41739,1.50499,0.50794,-0.07504,1.89597,2.10794,-0.44651,-0.01976,0.42746,-1.04859,0.12291,21,26,10,18,16,1,22,14,25,13,9,11,12,7,24,6,19,23,15,5,4,2,8,17,3,20
-0.535,-0.61598,-0.55688,-0.60692,-0.68748,-0.93663,1.93504,-0.60321,0.34499,1.09224,1.34777,-1.40779,-0.87722,1.72055,-1.04859,-1.73188,20,25,12,19,18,2,21,13,26,9,16,8,15,10,24,4,14,23,7,1,6,5,11,22,3,17
-0.01231,-0.31336,-0.55688,1.16195,-0.23094,-0.93663,0.64489,1.98948,-0.07504,-0.11335,-0.17256,-1.40779,-0.44849,1.07401,0.12008,0.12291,26,4,9,2,10,14,11,3,21,17,13,19,20,5,7,1,16,6,12,15,8,22,25,24,18,23
-1.58039,-1.82646,-2.04607,-1.93357,-1.60055,-0.93663,1.50499,0.87833,-1.33514,0.28852,-0.17256,-1.88843,-0.87722,0.42746,-0.26948,0.12291,24,23,15,17,13,2,14,9,7,3,22,12,21,11,16,1,18,8,10,5,20,6,25,26,4,19
-1.58039,-2.12908,-2.04607,-2.37579,-1.60055,-0.44304,0.64489,0.50794,-0.91511,-0.51521,-0.55264,0.03413,-0.44849,-1.51217,-0.26948,1.35944,10,9,11,18,13,22,3,4,15,5,6,12,14,20,7,25,2,1,8,21,19,23,24,17,26,16
-0.01231,0.89712,0.43591,1.16195,0.2256,0.05054,-0.21522,-0.23282,1.60509,-0.91707,-0.17256,0.03413,-0.01976,-0.21908,1.28876,-0.49535,24,10,12,6,4,22,5,7,11,18,8,15,21,19,13,23,9,16,3,17,14,25,26,1,20,2
-0.01231,0.5945,-0.55688,0.71973,-0.23094,-2.91098,2.3651,-0.23282,-0.49507,1.49411,1.34777,-0.44651,-1.30595,-0.21908,-0.65904,-1.11362,12,25,10,20,16,1,23,19,22,7,11,8,13,14,26,5,21,15,18,3,6,2,9,24,4,17
-1.58039,-1.52384,-1.54967,-1.04914,-1.14401,0.05054,0.21483,-0.23282,-1.75517,-0.51521,0.58761,0.9954,-0.44849,0.42746,-0.26948,0.12291,15,26,4,25,9,21,2,3,10,17,5,23,19,16,8,18,1,24,12,22,13,6,20,7,11,14
-0.01231,-0.31336,-0.06049,0.71973,1.13867,0.05054,0.64489,0.13756,-0.49507,-0.11335,-0.17256,-0.44651,0.40896,1.07401,2.06787,-0.49535,25,2,21,14,6,7,5,4,26,24,13,23,20,18,22,12,3,11,1,17,19,15,16,9,8,10
0.51038,0.89712,0.93231,0.71973,1.13867,-0.44304,-0.21522,0.87833,0.76503,-0.51521,1.34777,0.51476,0.40896,-1.51217,1.67832,-0.49535,24,16,9,12,10,20,6,3,26,19,1,15,8,13,18,25,2,17,4,11,7,23,22,5,21,14
-0.01231,-0.61598,0.43591,-0.60692,0.2256,0.05054,-1.50538,-0.23282,-0.07504,-0.51521,-0.93272,0.51476,0.40896,-2.15872,0.8992,-0.49535,1,14,20,13,18,21,7,10,24,9,8,4,6,17,16,25,3,2,5,19,15,23,22,11,26,12
-1.0577,-0.9186,-1.05328,-1.49135,-0.68748,0.54413,-0.21522,0.50794,-0.49507,0.28852,-0.17256,0.03413,-0.44849,-0.21908,-0.65904,0.12291,20,10,16,8,14,18,4,3,2,5,13,19,22,17,1,21,7,12,6,24,11,23,26,9,25,15
0.51038,0.29188,0.43591,0.27751,0.68213,0.54413,-0.21522,0.87833,-0.49507,0.69038,-0.17256,-0.44651,-0.01976,-0.21908,-0.26948,0.12291,22,4,20,3,13,19,5,2,17,15,10,21,16,9,1,14,7,8,6,24,11,23,25,12,26,18
-1.0577,-0.01074,-1.05328,-0.1647,-0.68748,1.03772,-0.64527,-0.97359,0.34499,1.09224,-0.93272,0.03413,-0.87722,-1.51217,-1.04859,-1.11362,3,15,22,6,18,14,20,8,7,1,9,2,17,19,21,24,16,12,4,11,13,23,26,5,25,10
1.55577,1.19974,-0.06049,0.27751,-0.23094,0.05054,0.64489,0.50794,-0.07504,0.28852,-0.55264,-0.92715,0.40896,0.42746,0.50964,0.12291,26,3,16,5,12,10,9,6,23,22,13,24,19,8,2,1,11,4,7,18,15,20,25,14,21,17
-1.58039,-2.12908,-2.04607,-2.37579,-1.60055,-1.92381,-2.79554,0.50794,-0.49507,-2.92638,-1.31281,-1.88843,-1.30595,-0.21908,-1.43815,0.12291,3,23,22,12,21,11,17,18,8,2,20,1,9,16,24,6,15,14,7,4,5,13,25,26,10,19
-1.0577,-0.9186,-1.05328,-1.04914,-1.14401,-1.43022,0.21483,-0.23282,0.34499,1.09224,0.96769,1.95668,-0.87722,0.42746,-0.65904,0.12291,21,26,1,23,2,6,10,19,13,5,4,7,20,16,22,14,18,24,15,3,8,11,25,12,9,17
-0.01231,0.29188,0.43591,0.27751,1.59521,-0.44304,-0.21522,-0.60321,0.34499,-0.91707,0.20753,1.47604,-0.01976,1.07401,1.67832,-0.49535,24,18,7,19,1,16,3,11,25,21,2,13,14,15,23,22,5,17,6,9,12,20,26,4,8,10
2.60116,2.1076,2.91789,1.16195,1.59521,-0.93663,-1.50538,-0.23282,-0.91511,-0.51521,-0.93272,0.9954,2.98133,-4.74489,-0.65904,0.12291,3,14,16,19,21,18,8,9,26,15,2,7,1,10,22,25,6,4,11,13,12,17,5,20,24,23
0.51038,-0.01074,0.93231,-0.1647,0.2256,1.03772,-0.21522,-0.23282,0.34499,0.69038,-1.31281,-0.44651,0.40896,-2.15872,0.50964,1.35944,8,4,21,7,14,19,13,11,25,10,2,12,9,16,17,23,6,1,5,20,18,24,22,3,26,15
-0.535,0.89712,-0.55688,1.16195,-0.68748,-0.44304,0.64489,-1.71436,1.18506,1.89597,0.20753,-0.44651,-1.30595,-0.21908,-1.04859,-0.49535,24,17,16,12,11,4,23,10,1,3,15,5,21,18,25,14,22,19,6,2,7,20,26,13,9,8
-1.0577,-0.9186,-1.05328,-1.04914,-1.14401,2.02489,-0.64527,-1.34398,0.34499,1.09224,-1.31281,-0.44651,-1.30595,-0.86563,-1.43815,-0.49535,4,15,24,5,17,6,23,8,3,1,11,2,16,18,25,19,20,14,7,13,10,22,26,9,21,12
-0.535,-0.01074,-1.05328,-0.1647,-0.23094,-0.44304,1.07494,0.87833,-0.91511,-0.51521,-0.93272,0.03413,-0.44849,-0.86563,0.50964,1.97771,16,9,10,13,7,19,3,5,21,11,6,14,18,17,8,20,2,1,4,22,15,25,24,23,26,12
-1.0577,-0.9186,-0.55688,-1.04914,-0.68748,0.05054,-0.21522,-0.97359,1.60509,1.09224,-0.17256,0.51476,-0.87722,0.42746,0.8992,-0.49535,24,17,6,13,2,16,12,10,3,9,7,11,23,22,20,19,18,21,5,8,14,25,26,4,15,1
-0.535,-0.61598,-0.06049,0.27751,-1.14401,1.03772,1.93504,-0.97359,-0.91511,-1.31893,2.10794,0.03413,-0.87722,1.07401,-1.43815,0.12291,15,26,17,23,20,5,21,10,25,13,16,14,11,12,24,9,7,22,8,3,4,1,6,19,2,18
-1.0577,-1.82646,-1.54967,-1.93357,-1.60055,0.54413,3.2252,-1.34398,-0.49507,-0.91707,1.34777,0.03413,-1.30595,-0.21908,-1.43815,0.12291,13,25,19,22,23,4,21,12,18,5,20,10,14,17,24,7,9,15,11,1,6,2,8,26,3,16
0.51038,-0.01074,0.43591,-0.1647,0.2256,-0.44304,1.07494,-1.34398,1.18506,1.09224,0.96769,-1.40779,-0.87722,1.07401,-0.26948,-2.35015,25,22,15,11,7,3,23,16,21,12,10,8,19,13,26,4,18,20,5,1,6,17,24,14,2,9
-0.01231,-0.01074,-0.06049,-0.1647,0.68213,0.54413,-0.64527,0.50794,-0.91511,-0.11335,-0.55264,-0.44651,0.40896,-0.86563,1.28876,1.35944,13,2,19,7,10,21,4,6,20,16,8,17,14,15,9,22,3,1,5,24,18,25,23,12,26,11
-1.58039,0.29188,-2.04607,0.27751,-1.14401,0.05054,-0.21522,-1.71436,1.18506,-0.51521,-0.17256,0.03413,-1.30595,-0.21908,-0.26948,0.12291,23,13,15,11,4,16,18,3,1,7,10,5,22,24,20,21,19,14,8,9,12,25,26,6,17,2
0.51038,0.29188,0.93231,0.27751,1.59521,0.54413,0.21483,0.50794,0.76503,-0.11335,-0.17256,0.03413,0.83769,-0.86563,0.50964,-1.11362,24,5,16,2,10,18,9,1,23,20,6,19,12,11,3,21,8,4,7,17,13,26,22,14,25,15
-2.10309,-2.12908,-2.54246,-1.93357,-1.60055,0.05054,-0.21522,-0.23282,-0.49507,-0.51521,-0.17256,0.03413,-1.30595,-0.21908,-1.43815,0.12291,15,14,18,17,19,11,9,3,1,2,10,4,23,25,7,24,20,21,6,12,5,16,26,8,22,13
-0.01231,0.29188,-0.55688,0.27751,0.2256,0.54413,-0.21522,0.13756,1.60509,-0.51521,-0.55264,-0.44651,-0.44849,-0.21908,1.67832,0.12291,24,5,15,6,3,19,7,8,9,16,11,12,23,22,14,21,10,13,2,17,18,25,26,4,20,1
-0.535,-0.9186,-0.06049,0.27751,-1.14401,0.05054,1.07494,-0.97359,-1.33514,-0.51521,2.48802,0.03413,-0.87722,1.72055,-1.43815,0.12291,17,25,15,23,19,6,21,8,26,18,9,16,7,13,22,11,10,24,12,3,4,1,5,14,2,20
1.03308,0.89712,1.4287,1.16195,0.68213,-0.93663,0.21483,0.50794,1.18506,-0.51521,1.34777,0.9954,-0.01976,0.42746,-1.04859,0.12291,26,25,2,18,9,14,10,5,23,20,3,16,11,8,15,19,12,24,13,4,1,17,22,7,6,21
0.51038,0.89712,0.43591,1.16195,0.2256,-1.43022,0.64489,0.50794,0.76503,-0.51521,0.58761,3.39859,-0.87722,-0.21908,0.12008,1.35944,21,25,1,23,2,10,4,22,15,7,3,5,14,11,17,16,8,20,13,6,12,24,26,19,9,18
-0.535,0.5945,-0.55688,0.27751,-1.14401,-0.44304,3.2252,-1.34398,0.34499,-0.11335,1.72786,-0.44651,-1.30595,-0.21908,-1.43815,0.12291,14,25,18,21,23,2,22,12,20,6,19,8,13,16,24,7,11,17,10,1,5,3,9,26,4,15
0.51038,-0.01074,1.4287,-0.1647,0.2256,0.05054,0.21483,-0.97359,0.76503,0.69038,-0.17256,0.03413,-0.01976,-0.21908,-0.26948,-0.49535,24,11,18,3,9,13,17,2,7,16,4,20,21,10,15,22,19,14,5,12,8,25,26,1,23,6
-0.01231,-0.01074,-0.55688,1.60416,0.2256,0.54413,-1.07533,1.24871,-0.07504,0.28852,-0.17256,0.51476,-0.01976,-0.86563,0.50964,0.12291,20,10,16,8,12,23,3,4,18,7,9,15,13,17,1,22,2,5,6,21,11,24,25,19,26,14
-0.535,0.29188,-0.06049,-0.1647,-1.14401,1.03772,1.50499,-0.60321,-1.33514,-1.31893,2.10794,0.03413,-0.87722,1.72055,-1.43815,0.12291,16,26,15,23,21,6,20,11,25,17,14,13,9,12,22,10,7,24,8,3,5,1,4,18,2,19
-1.0577,-0.9186,-1.05328,-1.04914,-0.68748,0.05054,-0.21522,0.50794,-0.07504,-0.51521,-0.17256,0.51476,-0.01976,-0.21908,-0.26948,0.12291,20,14,8,13,9,22,2,3,4,16,7,18,19,15,1,23,5,12,11,21,10,24,26,6,25,17
-1.0577,-0.31336,-1.05328,-0.60692,-0.23094,1.03772,-0.64527,-0.97359,-0.07504,1.09224,-0.93272,0.51476,-0.87722,-1.51217,-1.04859,-1.11362,2,18,22,9,17,14,20,8,7,1,6,3,16,19,21,24,15,11,4,13,12,23,26,5,25,10
-0.01231,-0.01074,-0.06049,-0.1647,1.13867,0.05054,0.64489,0.13756,-0.49507,-0.11335,-0.55264,0.03413,0.40896,-1.51217,0.8992,1.35944,14,3,16,9,8,20,4,7,25,17,6,18,12,15,10,24,2,1,5,21,19,23,22,11,26,13
-0.01231,0.29188,-0.06049,0.27751,-0.23094,0.05054,-0.21522,0.87833,-0.07504,0.69038,0.20753,0.03413,-0.01976,-0.21908,-0.26948,0.12291,24,10,9,4,11,18,3,2,15,16,8,22,20,13,1,19,7,14,6,21,5,23,26,12,25,17
-1.0577,-1.52384,-1.05328,-1.49135,-0.68748,0.05054,0.21483,-0.23282,-1.33514,-0.11335,0.20753,0.51476,-0.44849,0.42746,0.12008,0.12291,16,24,12,26,6,18,3,4,7,19,11,25,23,20,1,13,2,17,10,22,14,9,21,5,15,8
-1.0577,-1.22122,-1.05328,-1.93357,-0.68748,0.05054,-0.21522,-0.23282,-0.07504,-0.51521,-0.17256,-0.92715,-0.87722,-0.21908,0.50964,0.74118,21,2,19,4,5,15,7,11,1,12,16,14,24,25,8,17,13,9,6,18,20,23,26,10,22,3
-0.01231,-0.01074,0.43591,-0.1647,0.68213,0.05054,-0.64527,0.50794,-0.07504,-0.51521,0.20753,0.51476,2.12387,-2.15872,-0.65904,0.74118,12,10,16,15,17,22,2,5,26,19,3,14,1,8,7,24,6,4,13,18,9,21,11,20,25,23
-0.535,-0.31336,-0.55688,-0.60692,-1.60055,0.54413,1.07494,-0.60321,-1.33514,-0.91707,2.48802,0.03413,-0.87722,1.72055,-1.43815,0.12291,17,26,15,23,20,6,19,9,25,18,11,16,8,12,22,13,7,24,10,3,4,1,5,14,2,21
-0.535,-0.01074,-0.06049,-0.60692,-1.14401,0.05054,1.07494,-0.97359,-1.33514,-0.91707,2.48802,0.03413,-0.87722,1.72055,-1.43815,0.12291,17,26,15,23,19,6,21,8,25,18,9,16,7,12,22,14,10,24,11,3,4,1,5,13,2,20
