A1,A2,A3,A4,A5,A6,A7,A8,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10
0.80056,0.32343,-0.11581,-0.73831,-0.09759,-0.09913,0.6943,1.35082,7,10,9,3,6,4,5,2,8,1
-1.16661,-1.21028,1.26922,-0.51941,-0.09759,-0.09913,0.34814,-0.24611,8,10,4,9,7,6,3,2,5,1
0.36341,0.24271,0.69212,0.21024,-0.09759,-0.09913,-0.34418,-0.52792,9,10,2,7,6,8,3,4,5,1
1.16485,0.9692,0.23045,-0.66534,-0.09759,-0.09913,-0.1711,-0.52792,9,10,1,3,6,8,4,5,7,2
-0.43803,-0.72595,0.92296,-0.44645,-0.09759,-0.09913,1.21354,-0.24611,8,10,3,9,6,7,4,2,5,1
-0.94804,0.9692,-1.84709,-0.08162,-0.09759,-0.09913,0.17506,-0.52792,9,10,2,8,5,3,4,6,7,1
-0.36517,0.48487,0.11503,2.76403,-0.09759,-0.09913,0.6943,-0.52792,8,10,3,7,5,9,1,4,6,2
-0.87518,-0.32234,0.23045,3.56665,-0.09759,-0.09913,0.00198,-0.15217,6,10,7,9,4,8,1,3,5,2
0.80056,0.32343,-0.11581,-0.51941,-0.09759,-0.09913,0.6943,1.8205,6,10,9,3,7,4,5,2,8,1
-0.43803,0.24271,0.23045,0.79396,-0.09759,-0.09913,0.00198,-0.52792,8,10,2,9,6,7,3,4,5,1
-0.43803,0.24271,0.23045,0.79396,-0.09759,-0.09913,0.00198,-0.52792,8,10,2,9,6,7,3,4,5,1
-1.31233,-1.291,1.26922,-0.66534,-0.09759,-0.09913,0.34814,0.41145,6,10,8,9,7,5,3,2,4,1
-1.16661,-1.291,1.26922,-0.59238,-0.09759,-0.09913,0.34814,0.41145,6,10,8,9,7,5,3,2,4,1
0.07197,1.45353,-0.11581,2.3992,-0.09759,-0.09913,0.6943,-0.05824,9,10,3,4,5,8,2,6,7,1
-0.65661,-1.61389,-0.11581,0.13728,-0.09759,-0.09913,0.6943,-0.52792,8,10,3,9,7,5,4,2,6,1
-0.65661,-0.56451,-0.00039,0.13728,-0.09759,-0.09913,0.00198,-0.52792,8,10,2,9,7,5,4,3,6,1
-1.45805,0.00054,-1.84709,-0.00865,-0.09759,-0.09913,0.17506,-0.52792,8,10,3,9,6,2,4,5,7,1
-0.07374,-0.80667,-1.84709,-0.00865,-0.09759,-0.09913,0.00198,-0.52792,9,10,3,8,5,2,4,6,7,1
-1.16661,-0.80667,-2.30876,-0.22755,-0.09759,-0.09913,0.17506,-0.52792,8,10,4,9,5,2,3,6,7,1
-0.51089,-0.48379,-2.30876,-0.59238,-0.09759,-0.09913,0.17506,-0.52792,8,10,3,9,5,2,4,6,7,1
-0.51089,-0.40306,-1.50083,-1.03017,-0.09759,-0.09913,-0.34418,-0.52792,8,10,3,9,6,2,4,5,7,1
-0.36517,0.5656,-2.30876,-0.66534,-0.09759,-0.09913,0.17506,-0.52792,9,10,3,7,4,2,5,6,8,1
-0.36517,0.5656,-2.30876,-0.66534,-0.09759,-0.09913,0.17506,-0.52792,9,10,3,7,4,2,5,6,8,1
-0.58375,-0.48379,-1.96251,-0.66534,-0.09759,-0.09913,0.6943,-0.05824,8,10,6,9,5,2,3,4,7,1
0.14483,0.00054,0.34587,-1.1761,-0.09759,-0.09913,-0.34418,-0.52792,8,10,2,9,7,6,4,3,5,1
0.21769,0.48487,-0.11581,1.45065,-0.09759,-0.09913,0.34814,-0.52792,9,10,2,5,6,8,3,4,7,1
-0.36517,0.32343,0.46129,2.6181,-0.09759,-0.09913,0.52122,-0.52792,7,10,3,8,5,9,1,4,6,2
0.07197,-0.56451,1.50005,-0.59238,-0.09759,-0.09913,0.34814,-0.52792,7,10,2,9,6,8,4,3,5,1
0.07197,0.16199,-0.23123,1.74251,-0.09759,-0.09913,0.17506,-0.52792,9,10,2,7,5,8,3,4,6,1
0.36341,-0.08018,-0.00039,1.45065,-0.09759,-0.09913,0.34814,-0.24611,9,10,2,7,5,8,3,4,6,1
-0.00088,-0.32234,0.23045,-0.73831,-0.09759,-0.09913,0.34814,-0.15217,8,10,2,9,7,5,4,3,6,1
-0.00088,0.24271,-0.57748,1.30472,-0.09759,-0.09913,-0.1711,-0.52792,9,10,2,8,5,6,3,4,7,1
-0.36517,0.72704,0.34587,3.49368,-0.09759,-0.09913,-0.51725,-0.24611,8,10,6,7,4,9,1,3,5,2
0.50912,0.88848,0.5767,2.98292,-0.09759,-0.09913,-0.34418,-0.52792,8,10,3,4,5,9,1,6,7,2
0.29055,-0.40306,1.38464,-0.9572,-0.09759,-0.09913,0.34814,-0.15217,7,10,2,9,6,8,4,3,5,1
1.2377,0.08127,0.34587,0.13728,-0.09759,-0.09913,0.17506,-0.52792,9,10,1,4,6,8,3,5,7,2
-1.09376,-0.08018,-0.34665,-0.30051,-0.09759,-0.09913,0.00198,0.0357,8,10,5,9,7,3,4,2,6,1
-0.21946,1.04992,1.84631,1.37769,-0.09759,-0.09913,-2.24804,-1.56122,5,10,6,7,4,9,3,2,8,1
0.07197,-1.291,-0.80832,-0.59238,-0.09759,-0.09913,-0.34418,-0.24611,8,10,2,9,6,3,5,4,7,1
0.43627,-0.40306,1.03838,-0.88424,-0.09759,-0.09913,0.17506,-0.15217,8,10,2,9,6,7,4,3,5,1
-0.36517,-0.96812,1.03838,-0.59238,-0.09759,-0.09913,-1.03649,1.63263,4,10,9,8,6,5,3,1,7,2
-0.51089,0.08127,1.1538,-0.08162,-0.09759,-0.09913,0.86738,-0.52792,8,10,2,9,6,7,4,3,5,1
-0.21946,0.72704,-0.80832,-0.9572,-0.09759,-0.09913,1.04046,0.22357,9,10,5,7,6,2,4,3,8,1
-0.72947,-0.40306,-0.92374,-0.66534,-0.09759,-0.09913,0.6943,-0.15217,8,10,4,9,6,2,5,3,7,1
2.84058,2.50291,-1.61625,3.27479,-0.09759,-0.09913,0.86738,3.32349,7,10,9,1,3,6,4,2,8,5
0.58198,0.40415,0.23045,-0.30051,-0.09759,-0.09913,-1.03649,-0.52792,9,10,1,5,6,8,4,3,7,2
0.65484,0.5656,-0.46206,-0.88424,-0.09759,-0.09913,0.34814,-0.52792,9,10,2,3,7,6,4,5,8,1
-0.07374,-0.72595,-2.07793,-0.37348,-0.09759,-0.09913,0.00198,0.41145,9,10,8,6,5,2,3,4,7,1
-1.09376,0.24271,-1.73167,0.5021,-0.09759,-0.09913,0.00198,0.41145,8,10,7,9,5,2,3,4,6,1
-0.58375,-1.45244,1.26922,-0.9572,-0.09759,-0.09913,-6.22886,-0.05824,4,10,1,8,5,9,6,2,7,3
-0.00088,-0.32234,-0.92374,0.42914,-0.09759,-0.09913,1.04046,2.57199,5,10,9,4,7,2,6,1,8,3
1.31056,0.00054,-0.80832,0.06431,-0.09759,-0.09913,1.90585,-0.52792,9,10,2,3,4,7,5,6,8,1
-0.00088,-0.40306,-0.11581,0.28321,-0.09759,-0.09913,-0.51725,1.16294,6,10,9,8,5,3,4,2,7,1
-0.29232,-0.72595,-0.00039,1.30472,-0.09759,-0.09913,0.52122,-0.52792,8,10,2,9,6,7,3,4,5,1
-1.31233,-1.12956,-1.84709,-0.51941,-0.09759,-0.09913,0.86738,-0.15217,8,10,6,9,5,2,4,3,7,1
-0.72947,0.08127,-0.92374,-0.9572,-0.09759,-0.09913,-0.86341,-0.24611,8,10,2,9,6,3,5,4,7,1
1.45628,1.85714,-1.50083,0.79396,-0.09759,-0.09913,-0.34418,0.31751,9,10,3,1,4,6,5,7,8,2
2.25772,2.09931,-2.07793,0.79396,-0.09759,-0.09913,0.17506,-0.52792,9,10,2,1,4,6,5,7,8,3
1.09199,0.88848,-1.27,0.28321,-0.09759,-0.09913,1.21354,0.0357,9,10,3,2,4,6,5,7,8,1
-0.21946,-0.56451,-1.73167,0.42914,-0.09759,-0.09913,0.6943,-0.52792,9,10,2,8,5,3,4,6,7,1
-0.58375,-2.0175,1.1538,-0.88424,-0.09759,-0.09913,-0.86341,-0.52792,6,10,4,9,7,8,3,2,5,1
-1.96805,-1.291,-1.03916,0.13728,-0.09759,-0.09913,0.00198,-0.05824,8,10,7,9,6,2,4,3,5,1
2.54915,0.48487,-1.96251,0.86693,10.24695,-0.09913,0.86738,-0.24611,3,1,6,7,2,5,8,4,9,10
-1.16661,-1.53317,1.1538,0.79396,-0.09759,-0.09913,0.00198,0.22357,6,10,8,9,5,7,3,2,4,1
0.65484,0.24271,-0.34665,-0.00865,-0.09759,-0.09913,0.52122,0.31751,9,10,5,2,7,6,4,3,8,1
1.2377,1.04992,-1.84709,1.08583,-0.09759,-0.09913,1.73277,0.50538,9,10,7,1,3,5,4,6,8,2
1.45628,1.85714,-1.38541,0.721,-0.09759,-0.09913,0.6943,-0.52792,9,10,2,1,4,6,5,7,8,3
0.29055,0.08127,0.46129,1.88844,-0.09759,-0.09913,-0.51725,-0.24611,8,10,2,7,5,9,3,4,6,1
0.21769,0.00054,0.46129,2.18031,-0.09759,-0.09913,-0.1711,1.25688,6,10,9,4,5,7,2,3,8,1
2.47629,1.04992,-1.38541,-0.22755,-0.09759,-0.09913,0.52122,-0.52792,9,10,2,1,4,6,5,8,7,3
2.84058,2.18003,-1.61625,0.57507,-0.09759,-0.09913,-1.03649,-0.52792,9,10,2,1,4,6,5,8,7,3
-0.1466,-0.56451,-0.57748,-0.66534,-0.09759,-0.09913,-0.34418,0.88113,7,10,9,8,5,3,4,2,6,1
-1.0209,-1.21028,-0.34665,-0.30051,-0.09759,-0.09913,-1.03649,0.31751,7,10,8,9,6,3,4,2,5,1
0.50912,-0.08018,-0.23123,-0.73831,-0.09759,-0.09913,0.17506,-0.52792,9,10,2,8,6,5,4,3,7,1
-0.51089,0.16199,0.34587,1.88844,10.24695,-0.09913,-0.1711,-0.52792,3,1,6,7,2,5,8,4,9,10
-0.87518,-0.08018,0.46129,5.39078,-0.09759,-0.09913,0.00198,-0.05824,6,10,8,7,2,9,1,3,4,5
-0.51089,-1.45244,0.69212,0.06431,-0.09759,-0.09913,-0.51725,-0.05824,8,10,4,9,7,6,3,2,5,1
2.47629,2.98724,-0.57748,2.03438,-0.09759,-0.09913,-3.80575,-0.52792,8,10,1,2,3,9,5,6,7,4
-1.67662,0.48487,0.69212,-0.59238,-0.09759,-0.09913,0.34814,-0.52792,8,10,3,9,7,6,4,2,5,1
2.84058,2.58363,1.1538,1.66955,-0.09759,-0.09913,0.86738,-0.52792,8,10,1,2,4,9,5,7,6,3
2.62201,3.39085,-0.00039,0.79396,10.24695,-0.09913,0.52122,0.41145,3,1,6,7,2,5,8,4,9,10
-0.94804,0.40415,-2.42418,0.42914,-0.09759,-0.09913,0.17506,-0.52792,9,10,3,8,5,2,4,6,7,1
2.69487,2.66436,0.80754,0.721,-0.09759,-0.09913,-2.42112,-0.52792,8,10,1,2,4,9,5,6,7,3
-0.51089,-0.40306,0.46129,-0.88424,-0.09759,-0.09913,0.00198,0.31751,8,10,7,9,6,4,3,2,5,1
0.14483,-0.1609,0.46129,0.13728,-0.09759,-0.09913,0.6943,-0.52792,8,10,2,9,6,7,3,4,5,1
1.96629,0.80776,-0.92374,0.5021,-0.09759,-0.09913,1.21354,-0.52792,9,10,1,2,4,7,5,6,8,3
1.89343,1.93786,0.69212,0.57507,-0.09759,-0.09913,0.17506,0.22357,9,10,3,1,4,8,5,6,7,2
0.58198,2.09931,-1.15458,0.79396,-0.09759,-0.09913,0.6943,0.22357,9,10,3,2,4,6,5,7,8,1
3.20487,0.80776,-1.96251,1.66955,-0.09759,-0.09913,0.6943,-0.52792,9,10,2,1,4,8,5,7,6,3
-1.0209,-0.48379,0.80754,-0.59238,-0.09759,-0.09913,-1.38265,-0.52792,8,10,2,9,6,7,4,3,5,1
-0.58375,0.08127,-1.27,-0.30051,-0.09759,-0.09913,-0.1711,-0.15217,8,10,3,9,6,2,4,5,7,1
0.14483,-0.1609,0.92296,2.10734,-0.09759,-0.09913,-0.34418,-0.52792,7,10,3,8,5,9,2,4,6,1
-0.58375,-1.45244,-0.23123,-0.73831,-0.09759,-0.09913,0.86738,-0.52792,8,10,4,9,7,3,5,2,6,1
-0.51089,-0.96812,0.11503,-0.15458,-0.09759,-0.09913,-0.69033,0.50538,7,10,8,9,6,4,3,2,5,1
-0.1466,0.5656,0.23045,2.54513,-0.09759,-0.09913,0.17506,-0.52792,8,10,3,7,5,9,1,4,6,2
2.40343,0.24271,0.23045,-0.44645,-0.09759,-0.09913,-0.34418,-0.24611,9,10,1,3,4,8,5,6,7,2
-1.0209,-1.291,-0.46206,-0.51941,-0.09759,-0.09913,0.34814,-0.52792,8,10,4,9,7,3,5,2,6,1
0.07197,-0.56451,-0.34665,-0.51941,-0.09759,-0.09913,0.34814,0.88113,7,10,9,8,5,3,4,2,6,1
0.29055,0.32343,-0.11581,-0.88424,-0.09759,-0.09913,1.04046,-0.52792,9,10,2,8,6,5,4,3,7,1
-0.43803,-0.72595,-0.6929,-0.9572,-0.09759,-0.09913,-0.1711,1.35082,6,10,9,8,5,3,4,2,7,1
0.14483,0.9692,0.46129,-0.51941,-0.09759,-0.09913,0.00198,-0.52792,9,10,2,7,6,8,3,4,5,1
-0.29232,-0.80667,-1.38541,-0.59238,-0.09759,-0.09913,-0.1711,-0.52792,8,10,3,9,6,2,5,4,7,1
1.31056,0.00054,0.5767,2.83699,-0.09759,-0.09913,-0.69033,0.31751,8,10,7,3,5,9,1,4,6,2
0.21769,-0.48379,-0.34665,-0.30051,-0.09759,-0.09913,0.52122,-0.52792,9,10,2,8,7,5,4,3,6,1
-0.1466,-0.1609,-0.00039,1.52362,-0.09759,-0.09913,0.86738,-0.52792,8,10,2,9,5,7,3,4,6,1
-0.29232,-2.90543,-1.61625,-0.37348,-0.09759,-0.09913,0.00198,-0.24611,8,10,6,9,5,2,4,3,7,1
-0.00088,-0.40306,-0.23123,-0.66534,-0.09759,-0.09913,0.00198,-0.15217,8,10,2,9,7,5,4,3,6,1
-0.43803,0.24271,-0.80832,-0.66534,-0.09759,-0.09913,0.6943,4.45073,3,10,9,4,7,2,6,1,8,5
-0.29232,-0.24162,-0.46206,-0.73831,-0.09759,-0.09913,0.17506,-0.52792,8,10,2,9,7,4,5,3,6,1
0.14483,-0.08018,0.80754,2.25327,-0.09759,-0.09913,0.17506,-0.52792,8,10,3,7,5,9,2,4,6,1
0.87341,1.13065,0.69212,-0.44645,-0.09759,-0.09913,-0.34418,0.50538,9,10,6,2,5,8,4,3,7,1
-0.29232,-1.45244,0.92296,-0.66534,-0.09759,-0.09913,1.90585,-0.24611,7,10,3,9,6,8,4,2,5,1
2.03914,-0.1609,-0.34665,0.28321,-0.09759,-0.09913,0.52122,1.8205,7,10,9,1,6,4,5,3,8,2
-0.07374,0.9692,1.73089,-0.59238,-0.09759,-0.09913,-0.69033,1.44475,4,10,9,6,5,7,3,2,8,1
-0.00088,-1.291,1.38464,-0.51941,-0.09759,-0.09913,1.21354,-0.52792,7,10,3,9,6,8,4,2,5,1
-0.80232,-1.04884,-1.96251,-0.22755,-0.09759,-0.09913,0.52122,-0.15217,8,10,5,9,6,2,3,4,7,1
-0.80232,-1.04884,0.69212,-0.81127,-0.09759,-0.09913,0.00198,-0.05824,8,10,4,9,7,6,3,2,5,1
-1.23947,-1.04884,0.46129,0.13728,-0.09759,-0.09913,0.52122,-0.05824,8,10,4,9,7,5,3,2,6,1
-0.80232,-1.04884,-1.96251,-0.22755,-0.09759,-0.09913,0.34814,-0.15217,8,10,5,9,6,2,3,4,7,1
-1.23947,-0.96812,0.34587,-0.00865,-0.09759,-0.09913,0.34814,-0.05824,8,10,4,9,7,5,3,2,6,1
-0.1466,0.08127,0.80754,-0.15458,-0.09759,-0.09913,0.00198,-0.52792,8,10,2,9,6,7,4,3,5,1
-0.00088,0.9692,0.46129,2.90996,-0.09759,-0.09913,-0.1711,-0.52792,8,10,3,6,5,9,1,4,7,2
-0.21946,0.32343,0.46129,1.59658,-0.09759,-0.09913,0.52122,-0.15217,9,10,2,8,5,7,3,4,6,1
1.602,0.64632,-0.92374,0.13728,-0.09759,-0.09913,-0.34418,-0.52792,9,10,1,3,4,6,5,7,8,2
-0.65661,-0.72595,0.11503,-0.51941,-0.09759,-0.09913,1.21354,-0.52792,8,10,2,9,7,5,4,3,6,1
2.25772,1.21137,0.23045,1.08583,-0.09759,-0.09913,1.21354,-0.15217,9,10,1,2,4,8,5,6,7,3
-0.00088,-0.08018,0.23045,-0.44645,-0.09759,-0.09913,-1.20957,2.29018,4,10,9,6,7,3,5,1,8,2
-2.33234,-0.1609,-0.46206,-1.03017,-0.09759,-0.09913,-8.65196,-0.24611,3,10,1,7,4,9,6,2,8,5
-1.74948,-0.96812,0.23045,0.721,-0.09759,-0.09913,-0.34418,2.66593,4,10,9,8,6,2,5,1,7,3
0.21769,0.08127,0.11503,-1.10313,-0.09759,-0.09913,-0.1711,1.25688,7,10,9,5,6,3,4,2,8,1
0.58198,-0.08018,-0.00039,1.08583,-0.09759,-0.09913,1.21354,-0.52792,9,10,2,6,5,8,3,4,7,1
0.87341,0.80776,-0.34665,-0.73831,-0.09759,-0.09913,0.52122,-0.52792,9,10,2,3,6,7,4,5,8,1
1.31056,0.64632,0.11503,-0.51941,-0.09759,10.87141,0.6943,-0.52792,3,4,5,6,7,8,2,9,1,10
-0.72947,0.16199,0.34587,1.88844,-0.09759,-0.09913,0.17506,-0.52792,8,10,3,9,6,7,2,4,5,1
0.07197,-0.24162,-1.03916,1.30472,-0.09759,-0.09913,0.00198,-0.52792,9,10,2,8,6,4,3,5,7,1
1.602,0.48487,-1.15458,-0.00865,-0.09759,-0.09913,0.17506,-0.15217,9,10,2,3,4,6,5,7,8,1
-0.07374,-0.48379,-0.57748,-0.30051,-0.09759,-0.09913,0.17506,-0.52792,8,10,2,9,7,3,5,4,6,1
-1.31233,-0.24162,0.5767,-0.08162,-0.09759,-0.09913,-0.1711,-0.52792,8,10,2,9,7,6,4,3,5,1
-0.29232,0.5656,0.23045,0.13728,-0.09759,-0.09913,0.34814,-0.52792,9,10,2,8,7,6,3,4,5,1
0.21769,-0.1609,-0.57748,1.30472,-0.09759,-0.09913,-0.1711,-0.05824,9,10,2,8,5,6,3,4,7,1
-0.07374,-0.1609,-0.46206,2.69106,-0.09759,-0.09913,0.34814,-0.52792,9,10,3,7,5,8,1,4,6,2
1.45628,0.24271,-0.92374,-0.30051,-0.09759,-0.09913,0.17506,0.0357,9,10,2,3,4,6,5,7,8,1
1.31056,1.45353,-0.11581,-0.81127,-0.09759,-0.09913,0.52122,-0.52792,9,10,1,3,4,8,5,6,7,2
-0.21946,0.80776,-1.73167,-0.37348,-0.09759,-0.09913,0.34814,-0.52792,9,10,2,6,5,3,4,7,8,1
0.36341,-0.08018,-0.57748,-0.59238,-0.09759,-0.09913,-0.1711,-0.52792,9,10,2,8,6,5,3,4,7,1
-0.72947,0.24271,1.26922,-0.37348,-0.09759,-0.09913,-0.34418,0.50538,6,10,8,9,5,7,3,2,4,1
0.50912,-0.48379,-0.92374,-0.44645,-0.09759,-0.09913,0.6943,-0.52792,9,10,2,8,6,3,4,5,7,1
-0.72947,-0.24162,-0.23123,-0.59238,-0.09759,-0.09913,-0.69033,-0.52792,8,10,2,9,7,5,4,3,6,1
-1.16661,0.32343,0.46129,-0.9572,-0.09759,-0.09913,0.34814,-0.52792,8,10,2,9,7,6,4,3,5,1
-0.51089,2.66436,0.5767,-0.44645,-0.09759,-0.09913,-0.51725,1.16294,8,10,9,5,6,4,3,2,7,1
0.36341,1.21137,-0.00039,0.13728,-0.09759,-0.09913,0.86738,-0.52792,9,10,1,3,6,7,4,5,8,2
-1.5309,-0.32234,0.46129,0.06431,-0.09759,-0.09913,-0.1711,-0.52792,8,10,3,9,7,6,4,2,5,1
-0.29232,-0.64523,1.1538,-0.37348,-0.09759,-0.09913,-1.72881,-0.52792,7,10,2,9,6,8,4,3,5,1
2.18486,2.50291,0.5767,0.64803,-0.09759,-0.09913,-1.38265,-0.52792,9,10,1,2,4,8,5,6,7,3
2.112,1.93786,-0.11581,0.5021,-0.09759,-0.09913,-0.34418,-0.52792,9,10,1,2,4,8,5,7,6,3
-0.36517,-0.1609,1.50005,2.98292,-0.09759,-0.09913,-0.34418,-0.52792,7,10,5,8,4,9,1,3,6,2
1.16485,0.16199,0.23045,1.30472,-0.09759,-0.09913,1.04046,-0.05824,9,10,2,3,6,8,4,5,7,1
-0.00088,-0.08018,1.03838,1.52362,-0.09759,-0.09913,-0.1711,0.78719,6,10,9,8,4,7,2,3,5,1
0.29055,0.16199,0.46129,-0.44645,-0.09759,-0.09913,0.86738,-0.24611,9,10,2,8,6,7,4,3,5,1
-0.94804,-1.53317,0.34587,-0.73831,-0.09759,-0.09913,0.52122,1.53869,5,10,9,8,6,3,4,2,7,1
-0.51089,-0.88739,1.03838,-0.9572,-0.09759,-0.09913,-1.55573,1.44475,4,10,9,8,6,5,3,1,7,2
-0.1466,-0.24162,0.46129,2.10734,-0.09759,-0.09913,0.17506,3.51136,2,10,9,4,7,3,5,1,8,6
0.7277,0.72704,-0.57748,-0.22755,-0.09759,-0.09913,0.86738,-0.52792,9,10,2,3,5,7,4,6,8,1
-0.36517,1.85714,-0.34665,2.83699,-0.09759,-0.09913,0.6943,1.44475,7,10,9,2,5,6,1,4,8,3
1.16485,0.32343,-0.11581,-0.73831,-0.09759,-0.09913,0.6943,0.78719,8,10,9,2,6,5,4,3,7,1
-0.29232,0.40415,1.26922,-0.9572,-0.09759,-0.09913,-0.51725,-0.52792,7,10,2,9,6,8,4,3,5,1
-0.58375,0.00054,0.34587,-0.30051,-0.09759,10.87141,0.00198,-0.52792,3,4,5,6,7,8,2,9,1,10
1.16485,1.29209,-2.07793,2.03438,-0.09759,-0.09913,0.17506,-0.52792,9,10,3,1,4,6,5,7,8,2
1.74771,0.48487,-1.73167,0.721,-0.09759,-0.09913,0.17506,-0.24611,9,10,3,1,4,6,5,7,8,2
2.84058,0.16199,-1.03916,-0.00865,-0.09759,-0.09913,0.34814,0.31751,9,10,3,2,4,7,5,6,8,1
1.2377,0.08127,0.46129,-0.37348,-0.09759,-0.09913,-1.20957,0.22357,9,10,2,4,6,8,5,3,7,1
0.58198,-0.32234,-0.46206,0.57507,-0.09759,-0.09913,0.00198,1.44475,7,10,9,5,6,3,4,2,8,1
-0.72947,1.45353,-0.00039,4.0774,-0.09759,-0.09913,-1.03649,0.78719,7,10,9,5,3,8,1,2,6,4
0.65484,0.5656,-0.80832,-0.00865,-0.09759,-0.09913,0.17506,-0.52792,9,10,2,3,6,5,4,7,8,1
-0.80232,-1.61389,0.69212,-1.03017,-0.09759,-0.09913,0.52122,0.97507,5,10,9,8,7,4,3,2,6,1
0.7277,0.9692,0.46129,1.01286,-0.09759,-0.09913,0.00198,-0.52792,9,10,1,4,6,8,3,5,7,2
-1.0209,-0.80667,0.34587,1.59658,-0.09759,-0.09913,-0.34418,-0.52792,8,10,4,9,6,7,2,3,5,1
0.07197,-0.64523,0.69212,0.86693,-0.09759,-0.09913,-0.69033,-0.52792,8,10,2,9,6,7,3,4,5,1
-0.65661,0.32343,0.92296,-0.44645,-0.09759,-0.09913,0.34814,-0.52792,8,10,2,9,6,7,4,3,5,1
0.50912,-0.80667,1.38464,0.28321,-0.09759,-0.09913,-0.34418,-1.56122,6,10,8,9,5,7,3,2,4,1
0.14483,0.00054,1.03838,0.35617,-0.09759,-0.09913,0.00198,-0.52792,8,10,2,9,6,7,3,4,5,1
-0.58375,0.24271,0.34587,2.76403,-0.09759,-0.09913,-0.51725,-0.52792,7,10,4,8,5,9,1,3,6,2
-0.00088,-0.32234,1.61547,0.721,-0.09759,-0.09913,-0.1711,-0.52792,7,10,2,9,6,8,3,4,5,1
0.7277,0.08127,1.1538,0.86693,-0.09759,10.87141,0.34814,-0.34005,3,4,5,6,7,8,2,9,1,10
-0.36517,-0.96812,1.61547,-0.88424,-0.09759,-0.09913,0.6943,-0.52792,7,10,4,9,6,8,3,2,5,1
0.7277,0.5656,1.61547,1.88844,-0.09759,-0.09913,-0.51725,0.0357,8,10,3,6,5,9,2,4,7,1
0.21769,-0.64523,0.92296,0.21024,-0.09759,-0.09913,0.00198,-0.52792,8,10,2,9,6,7,4,3,5,1
-0.65661,0.16199,0.34587,1.08583,-0.09759,-0.09913,-1.90189,0.50538,6,10,7,9,4,8,3,2,5,1
-0.36517,-0.56451,1.50005,1.01286,-0.09759,-0.09913,1.55969,-1.56122,4,10,8,9,5,7,3,2,6,1
-0.43803,-0.48379,1.96173,0.64803,-0.09759,-0.09913,-0.34418,-0.15217,7,10,4,9,6,8,2,3,5,1
0.58198,0.16199,1.26922,0.5021,-0.09759,-0.09913,-2.07496,-1.56122,6,10,7,5,4,9,3,2,8,1
0.50912,0.88848,0.5767,0.06431,-0.09759,-0.09913,-1.03649,-0.62186,9,10,1,5,6,8,3,4,7,2
0.50912,0.64632,0.92296,0.64803,-0.09759,-0.09913,-0.1711,-0.52792,9,10,1,5,6,8,3,4,7,2
1.01913,1.13065,0.69212,-0.37348,-0.09759,-0.09913,0.00198,-0.52792,9,10,1,3,6,8,4,5,7,2
0.43627,0.00054,1.26922,1.66955,-0.09759,-0.09913,-0.69033,0.0357,8,10,3,7,5,9,2,4,6,1
0.7277,-0.32234,1.03838,-0.73831,-0.09759,-0.09913,-0.1711,-0.52792,7,10,2,9,6,8,4,3,5,1
-1.0209,-0.96812,0.69212,1.30472,-0.09759,-0.09913,-0.34418,-0.52792,8,10,4,9,6,7,3,2,5,1
0.21769,0.16199,1.26922,0.64803,-0.09759,-0.09913,0.00198,-0.52792,7,10,2,8,6,9,3,4,5,1
0.87341,0.72704,0.46129,1.52362,-0.09759,-0.09913,-0.69033,-0.52792,8,10,1,4,6,9,3,5,7,2
0.36341,0.00054,1.1538,0.35617,-0.09759,-0.09913,-0.69033,-0.05824,7,10,2,8,6,9,3,4,5,1
0.58198,0.24271,0.80754,1.45065,-0.09759,-0.09913,0.17506,-0.05824,8,10,2,6,5,9,3,4,7,1
1.09199,0.24271,0.5767,1.88844,-0.09759,-0.09913,-0.51725,-0.05824,8,10,2,4,6,9,3,5,7,1
-0.87518,0.32343,0.46129,1.08583,-0.09759,-0.09913,0.17506,-0.52792,8,10,2,9,6,7,3,4,5,1
0.58198,0.24271,-0.00039,1.96141,-0.09759,-0.09913,-0.51725,0.31751,9,10,6,3,5,8,2,4,7,1
0.80056,-0.32234,0.11503,0.79396,-0.09759,-0.09913,0.17506,-0.52792,9,10,2,7,5,8,3,4,6,1
0.36341,0.72704,-0.34665,2.76403,-0.09759,-0.09913,0.6943,0.50538,8,10,9,3,4,7,1,5,6,2
0.29055,1.13065,-0.00039,-0.9572,-0.09759,-0.09913,-0.1711,-0.52792,9,10,2,5,6,7,3,4,8,1
-0.72947,1.93786,-0.11581,-0.73831,-0.09759,-0.09913,0.17506,-0.52792,9,10,2,8,6,5,4,3,7,1
1.89343,2.09931,-1.73167,0.06431,-0.09759,-0.09913,-1.03649,-0.52792,9,10,2,1,4,6,5,7,8,3
0.07197,0.48487,0.11503,1.15879,-0.09759,-0.09913,0.52122,0.78719,8,10,9,4,5,6,3,2,7,1
-0.51089,-1.45244,-0.00039,0.21024,-0.09759,-0.09913,0.00198,-0.52792,8,10,2,9,7,5,4,3,6,1
-0.07374,-0.48379,-0.57748,2.10734,-0.09759,-0.09913,-0.34418,-0.52792,9,10,3,8,5,7,2,4,6,1
-1.31233,-0.40306,-0.6929,-0.44645,-0.09759,-0.09913,0.86738,0.50538,7,10,8,9,5,2,4,3,6,1
0.07197,0.80776,0.11503,-0.00865,-0.09759,-0.09913,0.6943,-0.52792,9,10,2,8,5,6,3,4,7,1
